scorer_rank,scorer,team,goals,penalties,own_goals,first_goal_date,latest_goal_date,scorer_label
12562,Ivaylo Petkov,Bulgaria,1,0,0,1999-10-09,1999-10-09,12562. Ivaylo Petkov
12563,Patrick Bühlmann,Switzerland,1,0,0,1999-10-09,1999-10-09,12563. Patrick Bühlmann
12564,Pavel Verbíř,Czech Republic,1,0,0,1999-10-09,1999-10-09,12564. Pavel Verbíř
12565,Rumen Hristov,Bulgaria,1,0,0,1999-10-09,1999-10-09,12565. Rumen Hristov
12566,Ríkharður Daðason,France,1,0,1,1999-10-09,1999-10-09,12566. Ríkharður Daðason
12567,Boban Babunski,Serbia,1,0,1,1999-09-08,1999-09-08,12567. Boban Babunski
12568,Gábor Egressy,Hungary,1,0,0,1999-09-08,1999-09-08,12568. Gábor Egressy
12569,Igors Stepanovs,Latvia,1,0,0,1999-09-08,1999-09-08,12569. Igors Stepanovs
12570,Lilian Laslandes,France,1,0,0,1999-09-08,1999-09-08,12570. Lilian Laslandes
12571,Mikheil Kavelashvili,Georgia,1,0,0,1999-09-08,1999-09-08,12571. Mikheil Kavelashvili
12572,Nir Sivilia,Israel,1,0,0,1999-09-08,1999-09-08,12572. Nir Sivilia
12573,Rudi Istenič,Norway,1,0,1,1999-09-08,1999-09-08,12573. Rudi Istenič
12574,Sergiu Epureanu,Moldova,1,0,0,1999-09-08,1999-09-08,12574. Sergiu Epureanu
12575,Thomas Sowunmi,Hungary,1,0,0,1999-09-08,1999-09-08,12575. Thomas Sowunmi
12576,Devi Muka,Albania,1,0,0,1999-09-04,1999-09-04,12576. Devi Muka
12577,Fernando Hierro,Austria,1,0,1,1999-09-04,1999-09-04,12577. Fernando Hierro
12578,Janne Salli,Finland,1,0,0,1999-09-04,1999-09-04,12578. Janne Salli
12579,Liviu Ciobotariu,Romania,1,0,0,1999-09-04,1999-09-04,12579. Liviu Ciobotariu
12580,Vasili Baranov,Belarus,1,0,0,1999-09-04,1999-09-04,12580. Vasili Baranov
12581,Paul Bravo,United States,1,0,0,1999-08-03,1999-08-03,12581. Paul Bravo
12582,João Carlos dos Santos,Brazil,1,0,0,1999-08-01,1999-08-01,12582. João Carlos dos Santos
12583,Ben Olsen,United States,1,0,0,1999-07-30,1999-07-30,12583. Ben Olsen
12584,Marcos Paulo,Brazil,1,0,0,1999-07-30,1999-07-30,12584. Marcos Paulo
12585,Michael Preetz,Germany,1,0,0,1999-07-28,1999-07-28,12585. Michael Preetz
12586,Renny Ribera,Bolivia,1,0,0,1999-07-25,1999-07-25,12586. Renny Ribera
12587,Chris Zoricich,New Zealand,1,0,0,1999-07-24,1999-07-24,12587. Chris Zoricich
12588,Raúl Palacios,Chile,1,0,0,1999-07-17,1999-07-17,12588. Raúl Palacios
12589,Rivaldo Vítor Borba Ferreira,Brazil,1,0,0,1999-07-14,1999-07-14,12589. Rivaldo Vítor Borba Ferreira
12590,Daniel Alejandro Lembo,Uruguay,1,0,0,1999-07-13,1999-07-13,12590. Daniel Alejandro Lembo
